0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
1419.json,true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""","economy,history,workers",carolyn-maloney,U.S. Representative,New York,democrat,0.0,0.0,0.0,0.0,0.0,a floor speech in the House,1
681.json,true,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",iraq,lindsey-graham,U.S. senator,South Carolina,republican,2.0,2.0,4.0,2.0,0.0,an interview on ABC News' <i> This Week </i>,1
827.json,half-true,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,taxes,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a TV interview,1
1800.json,half-true,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""","kagan-nomination,military,abc-news-week",patrick-leahy,U.S. Senator,Vermont,democrat,0.0,0.0,1.0,0.0,0.0,"ABC's ""This Week""",1
7754.json,mostly-true,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.","children,education,state-budget,state-finances",fix-austin-schools,,,none,0.0,0.0,0.0,1.0,0.0,a leaflet.,1
10113.json,half-true,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.","education,federal-budget",democratic-senatorial-campaign-committee,,,democrat,1.0,2.0,3.0,1.0,0.0,a television ad,1
3806.json,mostly-true,The Paul Ryan budget proposal would privatize Medicare.,"federal-budget,health-care,medicare",agenda-project,Liberal advocacy group,New York,none,0.0,1.0,0.0,1.0,0.0,an advertisement,1
6881.json,mostly-true,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,"criminal-justice,education",steven-teske,Clayton County Juvenile Court Judge,,none,0.0,0.0,0.0,1.0,0.0,an article,1
5857.json,half-true,The United States imprisons more than any nation in the world.,criminal-justice,hank-johnson,U.S. Congressman,Georgia,democrat,3.0,0.0,4.0,3.0,0.0,a speech,1
10570.json,mostly-true,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.","education,federal-budget",dave-brat,College professor,Virginia,republican,2.0,5.0,0.0,2.0,0.0,a Facebook post.,1
4811.json,true,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,"federal-budget,health-care",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech,1
5627.json,true,Says you need a photo ID to purchase Sudafed in Texas.,"elections,legal-issues",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a Fox News interview.,1
4812.json,mostly-true,Twenty percent of housing in Portlands Pearl District is affordable.,"housing,infrastructure,taxes,urban",tom-hughes,Metro president,Oregon,democrat,0.0,0.0,0.0,1.0,0.0,a guest column,1
4327.json,mostly-true,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",taxes,jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,letter to a constituent,1
451.json,half-true,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a mailer to Pennsylvania voters,1
4102.json,half-true,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,"jobs,unions",sheila-oliver,Assemblywoman,New Jersey,democrat,0.0,1.0,1.0,3.0,0.0,a press release from Assembly Speaker Sheila Oliver (D-Essex),1
975.json,true,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",federal-budget,judd-gregg,U.S. Senator,,republican,0.0,0.0,0.0,1.0,0.0,a Fox News interview,1
1486.json,half-true,"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""","homeland-security,terrorism,abc-news-week",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,an interview on ABC's This Week,1
3391.json,half-true,"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.","stimulus,taxes",national-republican-senatorial-committee,,,republican,11.0,5.0,7.0,2.0,5.0,a news release,1
1226.json,mostly-true,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",taxes,michael-moore,Documentary filmmaker,,none,2.0,5.0,1.0,6.0,0.0,"in his movie ""Capitalism: A Love Story""",1
11656.json,mostly-true,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","corrections-and-updates,guns,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,an interview with George Stephanopoulos,1
5297.json,half-true,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,taxes,paul-sarlo,State Senator,New Jersey,democrat,0.0,0.0,1.0,0.0,0.0,opening remarks at a Senate committee hearing,1
968.json,true,Warren (Buffett) still does support me.,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television interview,1
5813.json,mostly-true,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,radio interview,1
1391.json,true,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime,bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,the biography on his campaign Web site,1
12446.json,half-true,"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.","candidates-biography,women,workers",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an Instagram post,1
7233.json,mostly-true,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.","crime,criminal-justice,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,a letter to congressional leadership,1
1775.json,half-true,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,"crime,homeland-security,legal-issues,terrorism,abc-news-week",rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,an interview on ABC's This Week,1
1347.json,half-true,On legalizing illegal immigrants.,immigration,lou-dobbs,,,none,1.0,2.0,0.0,1.0,0.0,an interview on Telemundo,1
4649.json,true,Nearly half of all pregnancies in the U.S. are unintended.,"abortion,census,children,families,health-care,public-health,women",edith-ajello,Rhode Island State Representative,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,commentary piece,1
534.json,half-true,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",energy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Houston, Texas",1
5387.json,half-true,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",housing,doug-thomas,President of the board of directors of the Lake Oswego Corporation,Oregon,none,0.0,0.0,1.0,0.0,0.0,an Oregonian article.,1
2248.json,half-true,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.","economy,federal-budget",steve-latourette,Former U.S. representative from Ohio's 11th District,Ohio,republican,0.0,0.0,3.0,1.0,0.0,a speech,1
8385.json,half-true,Chris Christie has not increased the taxes on anyone.,taxes,kim-guadagno,Lieutenant Governor of New Jersey,,republican,0.0,2.0,1.0,0.0,0.0,a speech to supporters in Carlstadt,1
12497.json,true,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",education,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a radio interview,1
13293.json,half-true,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",medicare,ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,in a Ohio senatorial candidate debate,1
4893.json,mostly-true,"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",education,thomas-brown,,Georgia,democrat,0.0,0.0,0.0,1.0,0.0,an interview,1
7303.json,half-true,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.","crime,criminal-justice,drugs,government-regulation,guns,public-safety",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an interview on Fox News,1
6627.json,mostly-true,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"health-care,history",julian-castro,"Mayor, San Antonio",Texas,democrat,0.0,0.0,3.0,3.0,0.0,"a keynote speech to the Democratic National Convention in Charlotte, N.C.",1
599.json,true,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a town hall in St. Petersburg, Fla.",1
10411.json,mostly-true,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","job-accomplishments,jobs",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,valedictory speech as governor to the Texas Legislature,1
7916.json,mostly-true,Immigrants are more fertile.,immigration,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a speech at the Faith and Freedom Coalition Conference,1
1665.json,mostly-true,"The proposed education changes ""will not cut one teacher's pay.""",education,florida-chamber-commerce,,Florida,none,0.0,1.0,1.0,2.0,1.0,a television advertisement.,1
8601.json,mostly-true,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,"civil-rights,crime,guns",jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,an online campaign video,1
256.json,mostly-true,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a <i>Meet the Press</i> interview,1
2750.json,half-true,"Says Scott Walker wants to ban common forms of birth control, including the pill.","abortion,message-machine",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a campaign TV ad,1
5388.json,half-true,"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.","education,infrastructure",chris-thomas,"Shelby County Board of Commission, District 4, Position 1",Tennessee,republican,0.0,0.0,1.0,0.0,0.0,a Shelby County Commission meeting.,1
9745.json,half-true,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.","iraq,terrorism",lindsey-graham,U.S. senator,South Carolina,republican,2.0,2.0,4.0,2.0,0.0,"comments on ""Fox News Sunday""",1
2076.json,true,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,housing,barney-simms,Atlanta Housing Authority chief external affairs officer,Georgia,none,0.0,0.0,0.0,0.0,0.0,a letter,1
5276.json,true,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail and blog and Facebook posts,1
2011.json,half-true,There are mechanisms in place to shut down the Internet privately.,infrastructure,andrew-napolitano,judge,,republican,3.0,0.0,2.0,0.0,3.0,comments on the 'Glenn Beck' show,1
7217.json,half-true,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,"federal-budget,social-security",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,in a tweet,1
2824.json,true,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","candidates-biography,pundits",joyce-kaufman,WFTL 850 AM talk show host,Florida,talk-show-host,0.0,0.0,0.0,0.0,0.0,a radio show,1
3672.json,half-true,"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.","deficit,federal-budget,medicare,taxes",gerry-connolly,U.S. Representative,Virginia,democrat,1.0,0.0,4.0,1.0,0.0,a press release.,1
